[0, 6, 156, 226, 250] | 312
[6, 156, 226, 250, 312] | 460
[156, 226, 250, 312, 460] | 468
[226, 250, 312, 460, 468] | 576
[250, 312, 460, 468, 576] | 606
[312, 460, 468, 576, 606] | 630
[460, 468, 576, 606, 630] | 658
[468, 576, 606, 630, 658] | 688
[576, 606, 630, 658, 688] | 732
[606, 630, 658, 688, 732] | 828
[630, 658, 688, 732, 828] | 858
[658, 688, 732, 828, 858] | 946
[688, 732, 828, 858, 946] | 1086
[732, 828, 858, 946, 1086] | 1260
[828, 858, 946, 1086, 1260] | 1300
[858, 946, 1086, 1260, 1300] | 1378
[946, 1086, 1260, 1300, 1378] | 1408
[1086, 1260, 1300, 1378, 1408] | 1558
[1260, 1300, 1378, 1408, 1558] | 1596
[1300, 1378, 1408, 1558, 1596] | 1630
[1378, 1408, 1558, 1596, 1630] | 1656
[1408, 1558, 1596, 1630, 1656] | 1738
[1558, 1596, 1630, 1656, 1738] | 1776
[1596, 1630, 1656, 1738, 1776] | 1786
[1630, 1656, 1738, 1776, 1786] | 1812
[1656, 1738, 1776, 1786, 1812] | 1906
[1738, 1776, 1786, 1812, 1906] | 2008
[1776, 1786, 1812, 1906, 2008] | 2038
[1786, 1812, 1906, 2008, 2038] | 2050
[1812, 1906, 2008, 2038, 2050] | 2296
[1906, 2008, 2038, 2050, 2296] | 2538
[2008, 2038, 2050, 2296, 2538] | 2596
[2038, 2050, 2296, 2538, 2596] | 2602
[2050, 2296, 2538, 2596, 2602] | 2620
[2296, 2538, 2596, 2602, 2620] | 2686
[2538, 2596, 2602, 2620, 2686] | 2790
[2596, 2602, 2620, 2686, 2790] | 2820
[2602, 2620, 2686, 2790, 2820] | 2946
[2620, 2686, 2790, 2820, 2946] | 3330
[2686, 2790, 2820, 2946, 3330] | 3490
[2790, 2820, 2946, 3330, 3490] | 3556
[2820, 2946, 3330, 3490, 3556] | 3592
[2946, 3330, 3490, 3556, 3592] | 3598
[3330, 3490, 3556, 3592, 3598] | 3630
[3490, 3556, 3592, 3598, 3630] | 3652
[3556, 3592, 3598, 3630, 3652] | 3658
[3592, 3598, 3630, 3652, 3658] | 3912
[3598, 3630, 3652, 3658, 3912] | 4002
[3630, 3652, 3658, 3912, 4002] | 4048
[3652, 3658, 3912, 4002, 4048] | 4120
[3658, 3912, 4002, 4048, 4120] | 4152
[3912, 4002, 4048, 4120, 4152] | 4240
[4002, 4048, 4120, 4152, 4240] | 4246
[4048, 4120, 4152, 4240, 4246] | 4260
[4120, 4152, 4240, 4246, 4260] | 4276
[4152, 4240, 4246, 4260, 4276] | 4360
[4240, 4246, 4260, 4276, 4360] | 4426
[4246, 4260, 4276, 4360, 4426] | 4452
[4260, 4276, 4360, 4426, 4452] | 4492
[4276, 4360, 4426, 4452, 4492] | 4680
[4360, 4426, 4452, 4492, 4680] | 4836
[4426, 4452, 4492, 4680, 4836] | 4860
[4452, 4492, 4680, 4836, 4860] | 4888
[4492, 4680, 4836, 4860, 4888] | 4926
[4680, 4836, 4860, 4888, 4926] | 4930
[4836, 4860, 4888, 4926, 4930] | 4942
[4860, 4888, 4926, 4930, 4942] | 4986
[4888, 4926, 4930, 4942, 4986] | 5010
[4926, 4930, 4942, 4986, 5010] | 5196
[4930, 4942, 4986, 5010, 5196] | 5206
[4942, 4986, 5010, 5196, 5206] | 5346
[4986, 5010, 5196, 5206, 5346] | 5350
[5010, 5196, 5206, 5346, 5350] | 5368
[5196, 5206, 5346, 5350, 5368] | 5478
[5206, 5346, 5350, 5368, 5478] | 5506
[5346, 5350, 5368, 5478, 5506] | 5520
[5350, 5368, 5478, 5506, 5520] | 5668
[5368, 5478, 5506, 5520, 5668] | 5712
[5478, 5506, 5520, 5668, 5712] | 5868
[5506, 5520, 5668, 5712, 5868] | 5920
[5520, 5668, 5712, 5868, 5920] | 5922
[5668, 5712, 5868, 5920, 5922] | 5986
[5712, 5868, 5920, 5922, 5986] | 6052
[5868, 5920, 5922, 5986, 6052] | 6076
[5920, 5922, 5986, 6052, 6076] | 6078
[5922, 5986, 6052, 6076, 6078] | 6222
[5986, 6052, 6076, 6078, 6222] | 6276
[6052, 6076, 6078, 6222, 6276] | 6288
[6076, 6078, 6222, 6276, 6288] | 6372
[6078, 6222, 6276, 6288, 6372] | 6586
