[0, 3, 78, 113, 125] | 156
[3, 78, 113, 125, 156] | 230
[78, 113, 125, 156, 230] | 234
[113, 125, 156, 230, 234] | 288
[125, 156, 230, 234, 288] | 303
[156, 230, 234, 288, 303] | 315
[230, 234, 288, 303, 315] | 329
[234, 288, 303, 315, 329] | 344
[288, 303, 315, 329, 344] | 366
[303, 315, 329, 344, 366] | 414
[315, 329, 344, 366, 414] | 429
[329, 344, 366, 414, 429] | 473
[344, 366, 414, 429, 473] | 543
[366, 414, 429, 473, 543] | 630
[414, 429, 473, 543, 630] | 650
[429, 473, 543, 630, 650] | 689
[473, 543, 630, 650, 689] | 704
[543, 630, 650, 689, 704] | 779
[630, 650, 689, 704, 779] | 798
[650, 689, 704, 779, 798] | 815
[689, 704, 779, 798, 815] | 828
[704, 779, 798, 815, 828] | 869
[779, 798, 815, 828, 869] | 888
[798, 815, 828, 869, 888] | 893
[815, 828, 869, 888, 893] | 906
[828, 869, 888, 893, 906] | 953
[869, 888, 893, 906, 953] | 1004
[888, 893, 906, 953, 1004] | 1019
[893, 906, 953, 1004, 1019] | 1025
[906, 953, 1004, 1019, 1025] | 1148
[953, 1004, 1019, 1025, 1148] | 1269
[1004, 1019, 1025, 1148, 1269] | 1298
[1019, 1025, 1148, 1269, 1298] | 1301
[1025, 1148, 1269, 1298, 1301] | 1310
[1148, 1269, 1298, 1301, 1310] | 1343
[1269, 1298, 1301, 1310, 1343] | 1395
[1298, 1301, 1310, 1343, 1395] | 1410
[1301, 1310, 1343, 1395, 1410] | 1473
[1310, 1343, 1395, 1410, 1473] | 1665
[1343, 1395, 1410, 1473, 1665] | 1745
[1395, 1410, 1473, 1665, 1745] | 1778
[1410, 1473, 1665, 1745, 1778] | 1796
[1473, 1665, 1745, 1778, 1796] | 1799
[1665, 1745, 1778, 1796, 1799] | 1815
[1745, 1778, 1796, 1799, 1815] | 1826
[1778, 1796, 1799, 1815, 1826] | 1829
[1796, 1799, 1815, 1826, 1829] | 1956
[1799, 1815, 1826, 1829, 1956] | 2001
[1815, 1826, 1829, 1956, 2001] | 2024
[1826, 1829, 1956, 2001, 2024] | 2060
[1829, 1956, 2001, 2024, 2060] | 2076
[1956, 2001, 2024, 2060, 2076] | 2120
[2001, 2024, 2060, 2076, 2120] | 2123
[2024, 2060, 2076, 2120, 2123] | 2130
[2060, 2076, 2120, 2123, 2130] | 2138
[2076, 2120, 2123, 2130, 2138] | 2180
[2120, 2123, 2130, 2138, 2180] | 2213
[2123, 2130, 2138, 2180, 2213] | 2226
[2130, 2138, 2180, 2213, 2226] | 2246
[2138, 2180, 2213, 2226, 2246] | 2340
[2180, 2213, 2226, 2246, 2340] | 2418
[2213, 2226, 2246, 2340, 2418] | 2430
[2226, 2246, 2340, 2418, 2430] | 2444
[2246, 2340, 2418, 2430, 2444] | 2463
[2340, 2418, 2430, 2444, 2463] | 2465
[2418, 2430, 2444, 2463, 2465] | 2471
[2430, 2444, 2463, 2465, 2471] | 2493
[2444, 2463, 2465, 2471, 2493] | 2505
[2463, 2465, 2471, 2493, 2505] | 2598
[2465, 2471, 2493, 2505, 2598] | 2603
[2471, 2493, 2505, 2598, 2603] | 2673
[2493, 2505, 2598, 2603, 2673] | 2675
[2505, 2598, 2603, 2673, 2675] | 2684
[2598, 2603, 2673, 2675, 2684] | 2739
[2603, 2673, 2675, 2684, 2739] | 2753
[2673, 2675, 2684, 2739, 2753] | 2760
[2675, 2684, 2739, 2753, 2760] | 2834
[2684, 2739, 2753, 2760, 2834] | 2856
[2739, 2753, 2760, 2834, 2856] | 2934
[2753, 2760, 2834, 2856, 2934] | 2960
[2760, 2834, 2856, 2934, 2960] | 2961
[2834, 2856, 2934, 2960, 2961] | 2993
[2856, 2934, 2960, 2961, 2993] | 3026
[2934, 2960, 2961, 2993, 3026] | 3038
[2960, 2961, 2993, 3026, 3038] | 3039
[2961, 2993, 3026, 3038, 3039] | 3111
[2993, 3026, 3038, 3039, 3111] | 3138
[3026, 3038, 3039, 3111, 3138] | 3144
[3038, 3039, 3111, 3138, 3144] | 3186
[3039, 3111, 3138, 3144, 3186] | 3293
