[0, 5, 9, 12, 17] | 26
[5, 9, 12, 17, 26] | 32
[9, 12, 17, 26, 32] | 35
[12, 17, 26, 32, 35] | 42
[17, 26, 32, 35, 42] | 44
[26, 32, 35, 42, 44] | 47
[32, 35, 42, 44, 47] | 56
[35, 42, 44, 47, 56] | 62
[42, 44, 47, 56, 62] | 75
[44, 47, 56, 62, 75] | 77
[47, 56, 62, 75, 77] | 80
[56, 62, 75, 77, 80] | 87
[62, 75, 77, 80, 87] | 90
[75, 77, 80, 87, 90] | 95
[77, 80, 87, 90, 95] | 101
[80, 87, 90, 95, 101] | 102
[87, 90, 95, 101, 102] | 104
[90, 95, 101, 102, 104] | 105
[95, 101, 102, 104, 105] | 110
[101, 102, 104, 105, 110] | 122
[102, 104, 105, 110, 122] | 126
[104, 105, 110, 122, 126] | 131
[105, 110, 122, 126, 131] | 147
[110, 122, 126, 131, 147] | 152
[122, 126, 131, 147, 152] | 156
[126, 131, 147, 152, 156] | 161
[131, 147, 152, 156, 161] | 164
[147, 152, 156, 161, 164] | 165
[152, 156, 161, 164, 165] | 174
[156, 161, 164, 165, 174] | 180
[161, 164, 165, 174, 180] | 194
[164, 165, 174, 180, 194] | 209
[165, 174, 180, 194, 209] | 210
[174, 180, 194, 209, 210] | 219
[180, 194, 209, 210, 219] | 221
[194, 209, 210, 219, 221] | 224
[209, 210, 219, 221, 224] | 231
[210, 219, 221, 224, 231] | 234
[219, 221, 224, 231, 234] | 236
[221, 224, 231, 234, 236] | 240
[224, 231, 234, 236, 240] | 251
[231, 234, 236, 240, 251] | 255
[234, 236, 240, 251, 255] | 270
[236, 240, 251, 255, 270] | 279
[240, 251, 255, 270, 279] | 284
[251, 255, 270, 279, 284] | 297
[255, 270, 279, 284, 297] | 299
[270, 279, 284, 297, 299] | 300
[279, 284, 297, 299, 300] | 311
[284, 297, 299, 300, 311] | 315
[297, 299, 300, 311, 315] | 317
[299, 300, 311, 315, 317] | 321
[300, 311, 315, 317, 321] | 324
[311, 315, 317, 321, 324] | 326
[315, 317, 321, 324, 326] | 339
[317, 321, 324, 326, 339] | 341
[321, 324, 326, 339, 341] | 347
[324, 326, 339, 341, 347] | 357
[326, 339, 341, 347, 357] | 366
[339, 341, 347, 357, 366] | 369
[341, 347, 357, 366, 369] | 375
[347, 357, 366, 369, 375] | 380
[357, 366, 369, 375, 380] | 389
[366, 369, 375, 380, 389] | 390
[369, 375, 380, 389, 390] | 392
[375, 380, 389, 390, 392] | 395
[380, 389, 390, 392, 395] | 396
[389, 390, 392, 395, 396] | 402
[390, 392, 395, 396, 402] | 416
[392, 395, 396, 402, 416] | 419
[395, 396, 402, 416, 419] | 429
[396, 402, 416, 419, 429] | 432
[402, 416, 419, 429, 432] | 440
[416, 419, 429, 432, 440] | 444
[419, 429, 432, 440, 444] | 447
[429, 432, 440, 444, 447] | 450
[432, 440, 444, 447, 450] | 452
[440, 444, 447, 450, 452] | 455
[444, 447, 450, 452, 455] | 465
[447, 450, 452, 455, 465] | 471
[450, 452, 455, 465, 471] | 474
[452, 455, 465, 471, 474] | 476
[455, 465, 471, 474, 476] | 486
[465, 471, 474, 476, 486] | 489
[471, 474, 476, 486, 489] | 497
[474, 476, 486, 489, 497] | 500
[476, 486, 489, 497, 500] | 516
[486, 489, 497, 500, 516] | 521
[489, 497, 500, 516, 521] | 530
[497, 500, 516, 521, 530] | 531
