[0, 99999999999999999999999999999993397, 199999999999999999999999999999986944, 299999999999999999999999999999980561, 399999999999999999999999999999974202] | 499999999999999999999999999999967905
[99999999999999999999999999999993397, 199999999999999999999999999999986944, 299999999999999999999999999999980561, 399999999999999999999999999999974202, 499999999999999999999999999999967905] | 599999999999999999999999999999961756
[199999999999999999999999999999986944, 299999999999999999999999999999980561, 399999999999999999999999999999974202, 499999999999999999999999999999967905, 599999999999999999999999999999961756] | 699999999999999999999999999999955615
[299999999999999999999999999999980561, 399999999999999999999999999999974202, 499999999999999999999999999999967905, 599999999999999999999999999999961756, 699999999999999999999999999999955615] | 799999999999999999999999999999949582
[399999999999999999999999999999974202, 499999999999999999999999999999967905, 599999999999999999999999999999961756, 699999999999999999999999999999955615, 799999999999999999999999999999949582] | 899999999999999999999999999999943579
[499999999999999999999999999999967905, 599999999999999999999999999999961756, 699999999999999999999999999999955615, 799999999999999999999999999999949582, 899999999999999999999999999999943579] | 999999999999999999999999999999937600
[599999999999999999999999999999961756, 699999999999999999999999999999955615, 799999999999999999999999999999949582, 899999999999999999999999999999943579, 999999999999999999999999999999937600] | 1099999999999999999999999999999931649
[699999999999999999999999999999955615, 799999999999999999999999999999949582, 899999999999999999999999999999943579, 999999999999999999999999999999937600, 1099999999999999999999999999999931649] | 1199999999999999999999999999999925728
[799999999999999999999999999999949582, 899999999999999999999999999999943579, 999999999999999999999999999999937600, 1099999999999999999999999999999931649, 1199999999999999999999999999999925728] | 1299999999999999999999999999999919851
[899999999999999999999999999999943579, 999999999999999999999999999999937600, 1099999999999999999999999999999931649, 1199999999999999999999999999999925728, 1299999999999999999999999999999919851] | 1399999999999999999999999999999914070
[999999999999999999999999999999937600, 1099999999999999999999999999999931649, 1199999999999999999999999999999925728, 1299999999999999999999999999999919851, 1399999999999999999999999999999914070] | 1499999999999999999999999999999908319
[1099999999999999999999999999999931649, 1199999999999999999999999999999925728, 1299999999999999999999999999999919851, 1399999999999999999999999999999914070, 1499999999999999999999999999999908319] | 1599999999999999999999999999999902656
[1199999999999999999999999999999925728, 1299999999999999999999999999999919851, 1399999999999999999999999999999914070, 1499999999999999999999999999999908319, 1599999999999999999999999999999902656] | 1699999999999999999999999999999897133
[1299999999999999999999999999999919851, 1399999999999999999999999999999914070, 1499999999999999999999999999999908319, 1599999999999999999999999999999902656, 1699999999999999999999999999999897133] | 1799999999999999999999999999999891784
[1399999999999999999999999999999914070, 1499999999999999999999999999999908319, 1599999999999999999999999999999902656, 1699999999999999999999999999999897133, 1799999999999999999999999999999891784] | 1899999999999999999999999999999886475
[1499999999999999999999999999999908319, 1599999999999999999999999999999902656, 1699999999999999999999999999999897133, 1799999999999999999999999999999891784, 1899999999999999999999999999999886475] | 1999999999999999999999999999999881244
[1599999999999999999999999999999902656, 1699999999999999999999999999999897133, 1799999999999999999999999999999891784, 1899999999999999999999999999999886475, 1999999999999999999999999999999881244] | 2099999999999999999999999999999876043
[1699999999999999999999999999999897133, 1799999999999999999999999999999891784, 1899999999999999999999999999999886475, 1999999999999999999999999999999881244, 2099999999999999999999999999999876043] | 2199999999999999999999999999999870992
[1799999999999999999999999999999891784, 1899999999999999999999999999999886475, 1999999999999999999999999999999881244, 2099999999999999999999999999999876043, 2199999999999999999999999999999870992] | 2299999999999999999999999999999865979
[1899999999999999999999999999999886475, 1999999999999999999999999999999881244, 2099999999999999999999999999999876043, 2199999999999999999999999999999870992, 2299999999999999999999999999999865979] | 2399999999999999999999999999999861000
[1999999999999999999999999999999881244, 2099999999999999999999999999999876043, 2199999999999999999999999999999870992, 2299999999999999999999999999999865979, 2399999999999999999999999999999861000] | 2499999999999999999999999999999856047
[2099999999999999999999999999999876043, 2199999999999999999999999999999870992, 2299999999999999999999999999999865979, 2399999999999999999999999999999861000, 2499999999999999999999999999999856047] | 2599999999999999999999999999999851176
[2199999999999999999999999999999870992, 2299999999999999999999999999999865979, 2399999999999999999999999999999861000, 2499999999999999999999999999999856047, 2599999999999999999999999999999851176] | 2699999999999999999999999999999846343
[2299999999999999999999999999999865979, 2399999999999999999999999999999861000, 2499999999999999999999999999999856047, 2599999999999999999999999999999851176, 2699999999999999999999999999999846343] | 2799999999999999999999999999999841520
