[0, 999998107, 1999996226, 2999994363, 3999992504] | 4999990647
[999998107, 1999996226, 2999994363, 3999992504, 4999990647] | 5999988794
[1999996226, 2999994363, 3999992504, 4999990647, 5999988794] | 6999986967
[2999994363, 3999992504, 4999990647, 5999988794, 6999986967] | 7999985150
[3999992504, 4999990647, 5999988794, 6999986967, 7999985150] | 8999983353
[4999990647, 5999988794, 6999986967, 7999985150, 8999983353] | 9999981596
[5999988794, 6999986967, 7999985150, 8999983353, 9999981596] | 10999979857
[6999986967, 7999985150, 8999983353, 9999981596, 10999979857] | 11999978126
[7999985150, 8999983353, 9999981596, 10999979857, 11999978126] | 12999976435
[8999983353, 9999981596, 10999979857, 11999978126, 12999976435] | 13999974774
[9999981596, 10999979857, 11999978126, 12999976435, 13999974774] | 14999973143
[10999979857, 11999978126, 12999976435, 13999974774, 14999973143] | 15999971566
[11999978126, 12999976435, 13999974774, 14999973143, 15999971566] | 16999970025
[12999976435, 13999974774, 14999973143, 15999971566, 16999970025] | 17999968526
[13999974774, 14999973143, 15999971566, 16999970025, 17999968526] | 18999967033
[14999973143, 15999971566, 16999970025, 17999968526, 18999967033] | 19999965542
[15999971566, 16999970025, 17999968526, 18999967033, 19999965542] | 20999964075
[16999970025, 17999968526, 18999967033, 19999965542, 20999964075] | 21999962612
[17999968526, 18999967033, 19999965542, 20999964075, 21999962612] | 22999961175
[18999967033, 19999965542, 20999964075, 21999962612, 22999961175] | 23999959784
[19999965542, 20999964075, 21999962612, 22999961175, 23999959784] | 24999958401
[20999964075, 21999962612, 22999961175, 23999959784, 24999958401] | 25999957022
[21999962612, 22999961175, 23999959784, 24999958401, 25999957022] | 26999955649
[22999961175, 23999959784, 24999958401, 25999957022, 26999955649] | 27999954288
[23999959784, 24999958401, 25999957022, 26999955649, 27999954288] | 28999952929
[24999958401, 25999957022, 26999955649, 27999954288, 28999952929] | 29999951582
[25999957022, 26999955649, 27999954288, 28999952929, 29999951582] | 30999950245
[26999955649, 27999954288, 28999952929, 29999951582, 30999950245] | 31999948928
[27999954288, 28999952929, 29999951582, 30999950245, 31999948928] | 32999947615
[28999952929, 29999951582, 30999950245, 31999948928, 32999947615] | 33999946304
[29999951582, 30999950245, 31999948928, 32999947615, 33999946304] | 34999944997
[30999950245, 31999948928, 32999947615, 33999946304, 34999944997] | 35999943774
[31999948928, 32999947615, 33999946304, 34999944997, 35999943774] | 36999942563
[32999947615, 33999946304, 34999944997, 35999943774, 36999942563] | 37999941364
[33999946304, 34999944997, 35999943774, 36999942563, 37999941364] | 38999940207
[34999944997, 35999943774, 36999942563, 37999941364, 38999940207] | 39999939070
