[0, 10, 18, 24, 34] | 52
[10, 18, 24, 34, 52] | 64
[18, 24, 34, 52, 64] | 70
[24, 34, 52, 64, 70] | 84
[34, 52, 64, 70, 84] | 88
[52, 64, 70, 84, 88] | 94
[64, 70, 84, 88, 94] | 112
[70, 84, 88, 94, 112] | 124
[84, 88, 94, 112, 124] | 150
[88, 94, 112, 124, 150] | 154
[94, 112, 124, 150, 154] | 160
[112, 124, 150, 154, 160] | 174
[124, 150, 154, 160, 174] | 180
[150, 154, 160, 174, 180] | 190
[154, 160, 174, 180, 190] | 202
[160, 174, 180, 190, 202] | 204
[174, 180, 190, 202, 204] | 208
[180, 190, 202, 204, 208] | 210
[190, 202, 204, 208, 210] | 220
[202, 204, 208, 210, 220] | 244
[204, 208, 210, 220, 244] | 252
[208, 210, 220, 244, 252] | 262
[210, 220, 244, 252, 262] | 294
[220, 244, 252, 262, 294] | 304
[244, 252, 262, 294, 304] | 312
[252, 262, 294, 304, 312] | 322
[262, 294, 304, 312, 322] | 328
[294, 304, 312, 322, 328] | 330
[304, 312, 322, 328, 330] | 348
[312, 322, 328, 330, 348] | 360
[322, 328, 330, 348, 360] | 388
[328, 330, 348, 360, 388] | 418
[330, 348, 360, 388, 418] | 420
[348, 360, 388, 418, 420] | 438
[360, 388, 418, 420, 438] | 442
[388, 418, 420, 438, 442] | 448
[418, 420, 438, 442, 448] | 462
[420, 438, 442, 448, 462] | 468
[438, 442, 448, 462, 468] | 472
[442, 448, 462, 468, 472] | 480
[448, 462, 468, 472, 480] | 502
[462, 468, 472, 480, 502] | 510
[468, 472, 480, 502, 510] | 540
[472, 480, 502, 510, 540] | 558
[480, 502, 510, 540, 558] | 568
[502, 510, 540, 558, 568] | 594
[510, 540, 558, 568, 594] | 598
[540, 558, 568, 594, 598] | 600
[558, 568, 594, 598, 600] | 622
[568, 594, 598, 600, 622] | 630
[594, 598, 600, 622, 630] | 634
[598, 600, 622, 630, 634] | 642
[600, 622, 630, 634, 642] | 648
[622, 630, 634, 642, 648] | 652
[630, 634, 642, 648, 652] | 678
[634, 642, 648, 652, 678] | 682
[642, 648, 652, 678, 682] | 694
[648, 652, 678, 682, 694] | 714
[652, 678, 682, 694, 714] | 732
[678, 682, 694, 714, 732] | 738
[682, 694, 714, 732, 738] | 750
[694, 714, 732, 738, 750] | 760
[714, 732, 738, 750, 760] | 778
[732, 738, 750, 760, 778] | 780
[738, 750, 760, 778, 780] | 784
[750, 760, 778, 780, 784] | 790
[760, 778, 780, 784, 790] | 792
[778, 780, 784, 790, 792] | 804
[780, 784, 790, 792, 804] | 832
[784, 790, 792, 804, 832] | 838
[790, 792, 804, 832, 838] | 858
[792, 804, 832, 838, 858] | 864
[804, 832, 838, 858, 864] | 880
[832, 838, 858, 864, 880] | 888
[838, 858, 864, 880, 888] | 894
[858, 864, 880, 888, 894] | 900
[864, 880, 888, 894, 900] | 904
[880, 888, 894, 900, 904] | 910
[888, 894, 900, 904, 910] | 930
[894, 900, 904, 910, 930] | 942
[900, 904, 910, 930, 942] | 948
[904, 910, 930, 942, 948] | 952
[910, 930, 942, 948, 952] | 972
[930, 942, 948, 952, 972] | 978
[942, 948, 952, 972, 978] | 994
[948, 952, 972, 978, 994] | 1000
[952, 972, 978, 994, 1000] | 1032
[972, 978, 994, 1000, 1032] | 1042
[978, 994, 1000, 1032, 1042] | 1060
[994, 1000, 1032, 1042, 1060] | 1062
